"mandante","visitante","vencedor","mandante_Placar","visitante_Placar","vencedor_Estado"
"Vasco","Fortaleza","Vasco","1","0","RJ"
"Ceara","Avai","Ceara","1","0","CE"
"Sao Paulo","Corinthians","Sao Paulo","1","0","SP"
"Atletico-MG","Gremio","Gremio","1","4","RS"
"Chapecoense","Cruzeiro","Empate","1","1",""
"CSA","Atletico-MG","Empate","2","2",""
"Gremio","Bahia","Bahia","0","1","BA"
"Fortaleza","Flamengo","Flamengo","1","2","RJ"
"Cruzeiro","Sao Paulo","Cruzeiro","1","0","MG"
"Palmeiras","Chapecoense","Palmeiras","1","0","SP"
"Vasco","Botafogo-RJ","Vasco","2","1","RJ"
"Goias","Corinthians","Empate","2","2",""
"Fluminense","Athletico-PR","Athletico-PR","1","2","PR"
"Santos","Ceara","Santos","2","1","SP"
"Avai","Internacional","Internacional","0","2","RS"
"Fortaleza","Gremio","Fortaleza","2","1","CE"
"Corinthians","Cruzeiro","Cruzeiro","1","2","MG"
"Internacional","Vasco","Vasco","0","1","RJ"
"Sao Paulo","Avai","Sao Paulo","1","0","SP"
"Atletico-MG","Santos","Atletico-MG","2","0","MG"
"Flamengo","Fluminense","Flamengo","2","0","RJ"
"Chapecoense","Goias","Empate","2","2",""
"Athletico-PR","Palmeiras","Empate","1","1",""
"Bahia","Ceara","Ceara","1","2","CE"
"Botafogo-RJ","CSA","Botafogo-RJ","2","1","RJ"
"Cruzeiro","Fortaleza","Empate","1","1",""
"Corinthians","Santos","Empate","0","0",""
"Ceara","Vasco","Empate","1","1",""
"Bahia","Internacional","Internacional","2","3","RS"
"Fluminense","Chapecoense","Empate","1","1",""
"Athletico-PR","Goias","Athletico-PR","4","1","PR"
"Gremio","Botafogo-RJ","Gremio","3","0","RS"
"Sao Paulo","Atletico-MG","Sao Paulo","2","0","SP"
"Avai","Palmeiras","Palmeiras","1","2","SP"
"Flamengo","CSA","Flamengo","1","0","RJ"
"Palmeiras","Sao Paulo","Palmeiras","3","0","SP"
"Atletico-MG","Chapecoense","Chapecoense","0","2","SC"
"Avai","Fortaleza","Fortaleza","1","3","CE"
"Vasco","Gremio","Gremio","1","3","RS"
"Ceara","Fluminense","Ceara","2","0","CE"
"CSA","Corinthians","CSA","2","1","AL"
"Santos","Bahia","Santos","1","0","SP"
"Goias","Flamengo","Empate","2","2",""
"Internacional","Athletico-PR","Empate","1","1",""
"Botafogo-RJ","Cruzeiro","Cruzeiro","0","2","MG"
"Fortaleza","Atletico-MG","Empate","2","2",""
"Palmeiras","Ceara","Palmeiras","1","0","SP"
"Fluminense","Vasco","Empate","0","0",""
"Chapecoense","Sao Paulo","Sao Paulo","0","3","SP"
"Athletico-PR","CSA","Athletico-PR","1","0","PR"
"Flamengo","Corinthians","Flamengo","4","1","RJ"
"Gremio","Internacional","Gremio","2","0","RS"
"Santos","Botafogo-RJ","Santos","4","1","SP"
"Cruzeiro","Bahia","Empate","1","1",""
"Goias","Avai","Goias","2","0","GO"
"Athletico-PR","Cruzeiro","Empate","0","0",""
"Corinthians","Fortaleza","Corinthians","3","2","SP"
"Atletico-MG","Goias","Atletico-MG","2","0","MG"
"Avai","Santos","Santos","1","2","SP"
"Vasco","Palmeiras","Palmeiras","1","2","SP"
"Bahia","Chapecoense","Empate","1","1",""
"Ceara","Internacional","Ceara","2","0","CE"
"Sao Paulo","Fluminense","Fluminense","0","2","RJ"
"Botafogo-RJ","Flamengo","Flamengo","0","1","RJ"
"Gremio","CSA","Gremio","2","1","RS"
"Goias","Santos","Santos","0","3","SP"
"Palmeiras","Corinthians","Empate","1","1",""
"Sao Paulo","Athletico-PR","Athletico-PR","0","1","PR"
"Internacional","Fluminense","Internacional","2","1","RS"
"Cruzeiro","Atletico-MG","Empate","0","0",""
"Flamengo","Bahia","Flamengo","3","1","RJ"
"Chapecoense","Gremio","Gremio","0","1","RS"
"Fortaleza","Ceara","Fortaleza","1","0","CE"
"CSA","Vasco","Vasco","0","3","RJ"
"Botafogo-RJ","Avai","Botafogo-RJ","2","0","RJ"
"Flamengo","Vasco","Empate","4","4",""
"Santos","Sao Paulo","Empate","1","1",""
"Fluminense","Atletico-MG","Empate","1","1",""
"Athletico-PR","Botafogo-RJ","Athletico-PR","1","0","PR"
"Gremio","Flamengo","Flamengo","0","1","RJ"
"Bahia","Palmeiras","Empate","1","1",""
"Chapecoense","Ceara","Chapecoense","1","0","SC"
"Corinthians","Internacional","Empate","0","0",""
"Fortaleza","CSA","Fortaleza","3","0","CE"
"Vasco","Goias","Empate","1","1",""
"Cruzeiro","Avai","Empate","0","0",""
"Santos","Cruzeiro","Santos","4","1","SP"
"Atletico-MG","Athletico-PR","Athletico-PR","0","1","PR"
"Palmeiras","Gremio","Gremio","1","2","RS"
"Goias","Bahia","Goias","4","3","GO"
"Botafogo-RJ","Corinthians","Botafogo-RJ","1","0","RJ"
"Internacional","Fortaleza","Empate","2","2",""
"Avai","Chapecoense","Chapecoense","0","1","SC"
"Ceara","Sao Paulo","Empate","1","1",""
"CSA","Fluminense","Fluminense","0","1","RJ"
"Internacional","Goias","Goias","1","2","GO"
"Chapecoense","Botafogo-RJ","Botafogo-RJ","0","1","RJ"
"Athletico-PR","Gremio","Athletico-PR","2","0","PR"
"Bahia","Atletico-MG","Empate","1","1",""
"Corinthians","Avai","Corinthians","3","0","SP"
"Flamengo","Ceara","Flamengo","4","1","RJ"
"Fluminense","Palmeiras","Fluminense","1","0","RJ"
"Fortaleza","Santos","Fortaleza","2","1","CE"
"Sao Paulo","Vasco","Sao Paulo","1","0","SP"
"Cruzeiro","CSA","CSA","0","1","AL"
"Botafogo-RJ","Internacional","Internacional","0","1","RS"
"Ceara","Athletico-PR","Empate","1","1",""
"Palmeiras","Flamengo","Flamengo","1","3","RJ"
"Avai","Fluminense","Empate","1","1",""
"Goias","Fortaleza","Fortaleza","1","2","CE"
"CSA","Bahia","Bahia","1","2","BA"
"Atletico-MG","Corinthians","Atletico-MG","2","1","MG"
"Santos","Chapecoense","Santos","2","0","SP"
"Gremio","Sao Paulo","Gremio","3","0","RS"
"Vasco","Cruzeiro","Vasco","1","0","RJ"
"Athletico-PR","Santos","Athletico-PR","1","0","PR"
"Atletico-MG","Botafogo-RJ","Atletico-MG","2","0","MG"
"Ceara","Corinthians","Corinthians","0","1","SP"
"Chapecoense","CSA","Chapecoense","3","0","SC"
"Fluminense","Fortaleza","Empate","0","0",""
"Sao Paulo","Internacional","Sao Paulo","2","1","SP"
"Gremio","Cruzeiro","Gremio","2","0","RS"
"Palmeiras","Goias","Palmeiras","5","1","SP"
"Bahia","Vasco","Empate","1","1",""
"Flamengo","Avai","Flamengo","6","1","RJ"
"Corinthians","Fluminense","Fluminense","1","2","RJ"
"Botafogo-RJ","Ceara","Empate","1","1",""
"Internacional","Atletico-MG","Internacional","2","1","RS"
"CSA","Sao Paulo","Sao Paulo","1","2","SP"
"Cruzeiro","Palmeiras","Palmeiras","0","2","SP"
"Goias","Gremio","Goias","3","2","GO"
"Vasco","Chapecoense","Empate","1","1",""
"Fortaleza","Bahia","Fortaleza","2","1","CE"
"Santos","Flamengo","Santos","4","0","SP"
"Avai","Athletico-PR","Empate","0","0",""
"Sport","Ceara","Sport","3","2","PE"
"Coritiba","Internacional","Internacional","0","1","RS"
"Fortaleza","Athletico-PR","Athletico-PR","0","2","PR"
"Flamengo","Atletico-MG","Atletico-MG","0","1","MG"
"Santos","Bragantino","Empate","1","1",""
"Gremio","Fluminense","Gremio","1","0","RS"
"Athletico-PR","Goias","Athletico-PR","2","1","PR"
"Bragantino","Botafogo-RJ","Empate","1","1",""
"Atletico-MG","Corinthians","Atletico-MG","3","2","MG"
"Bahia","Coritiba","Bahia","1","0","BA"
"Atletico-GO","Flamengo","Atletico-GO","3","0","GO"
"Ceara","Gremio","Empate","1","1",""
"Fluminense","Palmeiras","Empate","1","1",""
"Sao Paulo","Fortaleza","Sao Paulo","1","0","SP"
"Internacional","Santos","Internacional","2","0","RS"
"Vasco","Sport","Vasco","2","0","RJ"
"Coritiba","Flamengo","Flamengo","0","1","RJ"
"Gremio","Corinthians","Empate","0","0",""
"Palmeiras","Goias","Empate","1","1",""
"Atletico-MG","Ceara","Atletico-MG","2","0","MG"
"Bahia","Bragantino","Bahia","2","1","BA"
"Vasco","Sao Paulo","Vasco","2","1","RJ"
"Fluminense","Internacional","Fluminense","2","1","RJ"
"Atletico-GO","Sport","Empate","1","1",""
"Fortaleza","Botafogo-RJ","Empate","0","0",""
"Santos","Athletico-PR","Santos","3","1","SP"
"Flamengo","Gremio","Empate","1","1",""
"Bragantino","Fluminense","Bragantino","2","1","SP"
"Athletico-PR","Palmeiras","Palmeiras","0","1","SP"
"Internacional","Atletico-GO","Internacional","3","0","RS"
"Goias","Fortaleza","Fortaleza","1","3","CE"
"Corinthians","Coritiba","Corinthians","3","1","SP"
"Botafogo-RJ","Atletico-MG","Botafogo-RJ","2","1","RJ"
"Sport","Santos","Santos","0","1","SP"
"Ceara","Vasco","Vasco","0","3","RJ"
"Sao Paulo","Bahia","Empate","1","1",""
"Athletico-PR","Fluminense","Fluminense","0","1","RJ"
"Internacional","Atletico-MG","Internacional","1","0","RS"
"Goias","Atletico-GO","Goias","2","0","GO"
"Flamengo","Botafogo-RJ","Empate","1","1",""
"Vasco","Gremio","Empate","0","0",""
"Bragantino","Coritiba","Coritiba","1","2","PR"
"Palmeiras","Santos","Palmeiras","2","1","SP"
"Sport","Sao Paulo","Sao Paulo","0","1","SP"
"Ceara","Bahia","Ceara","2","0","CE"
"Corinthians","Fortaleza","Empate","1","1",""
"Sao Paulo","Athletico-PR","Sao Paulo","1","0","SP"
"Botafogo-RJ","Internacional","Internacional","0","2","RS"
"Fluminense","Vasco","Fluminense","2","1","RJ"
"Bahia","Palmeiras","Empate","1","1",""
"Fortaleza","Bragantino","Fortaleza","3","0","CE"
"Sao Paulo","Corinthians","Sao Paulo","2","1","SP"
"Santos","Flamengo","Flamengo","0","1","RJ"
"Coritiba","Sport","Coritiba","1","0","PR"
"Atletico-GO","Ceara","Ceara","0","2","CE"
"Ceara","Fortaleza","Ceara","1","0","CE"
"Fluminense","Atletico-GO","Empate","1","1",""
"Goias","Corinthians","Corinthians","1","2","SP"
"Botafogo-RJ","Coritiba","Empate","0","0",""
"Bahia","Flamengo","Flamengo","3","5","RJ"
"Athletico-PR","Bragantino","Empate","1","1",""
"Palmeiras","Internacional","Empate","1","1",""
"Santos","Vasco","Empate","2","2",""
"Gremio","Sport","Sport","1","2","PE"
"Atletico-MG","Sao Paulo","Atletico-MG","3","0","MG"
"Ceara","Santos","Santos","0","1","SP"
"Flamengo","Fortaleza","Flamengo","2","1","RJ"
"Corinthians","Botafogo-RJ","Empate","2","2",""
"Bragantino","Palmeiras","Palmeiras","1","2","SP"
"Internacional","Bahia","Empate","2","2",""
"Sao Paulo","Fluminense","Sao Paulo","3","1","SP"
"Vasco","Athletico-PR","Vasco","1","0","RJ"
"Atletico-GO","Gremio","Empate","1","1",""
"Sport","Goias","Sport","2","1","PE"
"Coritiba","Atletico-MG","Atletico-MG","0","1","MG"
"Athletico-PR","Botafogo-RJ","Empate","1","1",""
"Fortaleza","Sport","Fortaleza","1","0","CE"
"Goias","Coritiba","Empate","3","3",""
"Sao Paulo","Bragantino","Empate","1","1",""
"Fluminense","Flamengo","Flamengo","1","2","RJ"
"Santos","Atletico-MG","Santos","3","1","SP"
"Corinthians","Palmeiras","Palmeiras","0","2","SP"
"Internacional","Ceara","Internacional","2","0","RS"
"Bahia","Gremio","Gremio","0","2","RS"
"Vasco","Atletico-GO","Atletico-GO","1","2","GO"
"Athletico-PR","Coritiba","Athletico-PR","1","0","PR"
"Santos","Sao Paulo","Empate","2","2",""
"Fluminense","Corinthians","Fluminense","2","1","RJ"
"Gremio","Fortaleza","Empate","1","1",""
"Atletico-MG","Bragantino","Atletico-MG","2","1","MG"
"Bahia","Atletico-GO","Atletico-GO","0","1","GO"
"Ceara","Flamengo","Ceara","2","0","CE"
"Goias","Internacional","Goias","1","0","GO"
"Palmeiras","Sport","Empate","2","2",""
"Botafogo-RJ","Vasco","Vasco","2","3","RJ"
"Corinthians","Bahia","Corinthians","3","2","SP"
"Fortaleza","Internacional","Fortaleza","1","0","CE"
"Bragantino","Ceara","Bragantino","4","2","SP"
"Atletico-GO","Atletico-MG","Atletico-MG","3","4","MG"
"Gremio","Palmeiras","Empate","1","1",""
"Coritiba","Vasco","Coritiba","1","0","PR"
"Botafogo-RJ","Santos","Empate","0","0",""
"Sport","Fluminense","Sport","1","0","PE"
"Sport","Corinthians","Sport","1","0","PE"
"Athletico-PR","Bahia","Athletico-PR","1","0","PR"
"Internacional","Sao Paulo","Empate","1","1",""
"Atletico-MG","Gremio","Atletico-MG","3","1","MG"
"Vasco","Bragantino","Empate","1","1",""
"Palmeiras","Flamengo","Empate","1","1",""
"Atletico-GO","Botafogo-RJ","Empate","1","1",""
"Ceara","Goias","Empate","2","2",""
"Santos","Fortaleza","Empate","1","1",""
"Fluminense","Coritiba","Fluminense","4","0","RJ"
"Corinthians","Atletico-GO","Empate","0","0",""
"Botafogo-RJ","Bahia","Bahia","1","2","BA"
"Gremio","Internacional","Empate","1","1",""
"Palmeiras","Ceara","Palmeiras","2","1","SP"
"Bragantino","Corinthians","Empate","0","0",""
"Atletico-MG","Vasco","Atletico-MG","4","1","MG"
"Botafogo-RJ","Fluminense","Empate","1","1",""
"Coritiba","Sao Paulo","Empate","1","1",""
"Flamengo","Athletico-PR","Flamengo","3","1","RJ"
"Goias","Santos","Santos","2","3","SP"
"Bahia","Sport","Sport","1","2","PE"
"Fortaleza","Atletico-GO","Empate","0","0",""
"Corinthians","Santos","Empate","1","1",""
"Bahia","Vasco","Bahia","3","0","BA"
"Flamengo","Sport","Flamengo","3","0","RJ"
"Gremio","Coritiba","Gremio","2","1","RS"
"Sao Paulo","Atletico-GO","Sao Paulo","3","0","SP"
"Goias","Fluminense","Fluminense","2","4","RJ"
"Botafogo-RJ","Palmeiras","Botafogo-RJ","2","1","RJ"
"Fortaleza","Atletico-MG","Fortaleza","2","1","CE"
"Athletico-PR","Ceara","Empate","0","0",""
"Bragantino","Internacional","Internacional","0","2","RS"
"Vasco","Flamengo","Flamengo","1","2","RJ"
"Coritiba","Fortaleza","Empate","0","0",""
"Palmeiras","Sao Paulo","Sao Paulo","0","2","SP"
"Atletico-MG","Goias","Atletico-MG","3","0","MG"
"Fluminense","Bahia","Fluminense","1","0","RJ"
"Santos","Gremio","Santos","2","1","SP"
"Atletico-GO","Bragantino","Atletico-GO","2","1","GO"
"Sport","Botafogo-RJ","Botafogo-RJ","1","2","RJ"
"Ceara","Corinthians","Ceara","2","1","CE"
"Internacional","Athletico-PR","Internacional","2","1","RS"
"Flamengo","Goias","Flamengo","2","1","RJ"
"Palmeiras","Coritiba","Coritiba","1","3","PR"
"Gremio","Botafogo-RJ","Gremio","3","1","RS"
"Santos","Atletico-GO","Atletico-GO","0","1","GO"
"Athletico-PR","Corinthians","Corinthians","0","1","SP"
"Atletico-MG","Fluminense","Empate","1","1",""
"Sport","Internacional","Internacional","3","5","RS"
"Flamengo","Bragantino","Empate","1","1",""
"Goias","Bahia","Empate","1","1",""
"Atletico-GO","Athletico-PR","Empate","1","1",""
"Coritiba","Santos","Santos","1","2","SP"
"Fluminense","Ceara","Empate","2","2",""
"Sao Paulo","Gremio","Empate","0","0",""
"Corinthians","Flamengo","Flamengo","1","5","RJ"
"Internacional","Vasco","Internacional","2","0","RS"
"Fortaleza","Palmeiras","Fortaleza","2","0","CE"
"Bragantino","Sport","Bragantino","2","0","SP"
"Bahia","Atletico-MG","Bahia","3","1","BA"
"Botafogo-RJ","Goias","Empate","0","0",""
"Vasco","Corinthians","Corinthians","1","2","SP"
"Atletico-MG","Sport","Empate","0","0",""
"Bragantino","Goias","Bragantino","2","0","SP"
"Ceara","Coritiba","Ceara","2","1","CE"
"Atletico-GO","Palmeiras","Palmeiras","0","3","SP"
"Fluminense","Santos","Fluminense","3","1","RJ"
"Athletico-PR","Gremio","Gremio","1","2","RS"
"Internacional","Flamengo","Empate","2","2",""
"Botafogo-RJ","Ceara","Empate","2","2",""
"Coritiba","Atletico-GO","Coritiba","1","0","PR"
"Corinthians","Internacional","Corinthians","1","0","SP"
"Fortaleza","Fluminense","Fluminense","0","1","RJ"
"Flamengo","Sao Paulo","Sao Paulo","1","4","SP"
"Sport","Athletico-PR","Sport","1","0","PE"
"Santos","Bahia","Santos","3","1","SP"
"Goias","Vasco","Empate","1","1",""
"Palmeiras","Atletico-MG","Palmeiras","3","0","SP"
"Gremio","Bragantino","Gremio","2","1","RS"
"Athletico-PR","Fortaleza","Athletico-PR","2","1","PR"
"Sao Paulo","Goias","Sao Paulo","2","1","SP"
"Atletico-GO","Corinthians","Empate","1","1",""
"Internacional","Coritiba","Empate","2","2",""
"Vasco","Palmeiras","Palmeiras","0","1","SP"
"Atletico-MG","Flamengo","Atletico-MG","4","0","MG"
"Bahia","Botafogo-RJ","Bahia","1","0","BA"
"Bragantino","Santos","Empate","1","1",""
"Fluminense","Gremio","Gremio","0","1","RS"
"Ceara","Sport","Empate","0","0",""
"Bahia","Fortaleza","Bahia","2","1","BA"
"Sport","Vasco","Vasco","0","2","RJ"
"Santos","Internacional","Santos","2","0","SP"
"Goias","Athletico-PR","Athletico-PR","0","1","PR"
"Fortaleza","Sao Paulo","Sao Paulo","2","3","SP"
"Gremio","Ceara","Gremio","4","2","RS"
"Corinthians","Atletico-MG","Atletico-MG","1","2","MG"
"Palmeiras","Fluminense","Palmeiras","2","0","SP"
"Flamengo","Atletico-GO","Empate","1","1",""
"Coritiba","Bahia","Bahia","1","2","BA"
"Botafogo-RJ","Bragantino","Bragantino","1","2","SP"
"Atletico-MG","Athletico-PR","Athletico-PR","0","2","PR"
"Vasco","Fortaleza","Empate","0","0",""
"Bragantino","Bahia","Bragantino","4","0","SP"
"Athletico-PR","Santos","Athletico-PR","1","0","PR"
"Flamengo","Coritiba","Flamengo","3","1","RJ"
"Goias","Palmeiras","Goias","1","0","GO"
"Ceara","Atletico-MG","Empate","2","2",""
"Sao Paulo","Vasco","Empate","1","1",""
"Internacional","Fluminense","Fluminense","1","2","RJ"
"Botafogo-RJ","Fortaleza","Fortaleza","1","2","CE"
"Corinthians","Gremio","Empate","0","0",""
"Sport","Atletico-GO","Atletico-GO","0","1","GO"
"Ceara","Sao Paulo","Empate","1","1",""
"Atletico-MG","Botafogo-RJ","Atletico-MG","2","1","MG"
"Coritiba","Corinthians","Corinthians","0","1","SP"
"Fortaleza","Goias","Empate","1","1",""
"Santos","Sport","Santos","4","2","SP"
"Palmeiras","Athletico-PR","Palmeiras","3","0","SP"
"Bahia","Sao Paulo","Sao Paulo","1","3","SP"
"Atletico-GO","Internacional","Empate","0","0",""
"Gremio","Goias","Gremio","2","1","RS"
"Vasco","Ceara","Ceara","1","4","CE"
"Fluminense","Bragantino","Empate","0","0",""
"Fortaleza","Corinthians","Empate","0","0",""
"Goias","Sao Paulo","Sao Paulo","0","3","SP"
"Botafogo-RJ","Flamengo","Flamengo","0","1","RJ"
"Santos","Palmeiras","Empate","2","2",""
"Fluminense","Athletico-PR","Fluminense","3","1","RJ"
"Bahia","Ceara","Ceara","0","2","CE"
"Coritiba","Bragantino","Empate","0","0",""
"Sao Paulo","Sport","Sao Paulo","1","0","SP"
"Gremio","Vasco","Gremio","4","0","RS"
"Atletico-MG","Internacional","Empate","2","2",""
"Atletico-GO","Goias","Goias","0","1","GO"
"Sao Paulo","Botafogo-RJ","Sao Paulo","4","0","SP"
"Athletico-PR","Atletico-MG","Atletico-MG","0","1","MG"
"Bragantino","Fortaleza","Bragantino","2","1","SP"
"Internacional","Botafogo-RJ","Internacional","2","1","RS"
"Palmeiras","Bahia","Palmeiras","3","0","SP"
"Goias","Gremio","Empate","0","0",""
"Ceara","Atletico-GO","Atletico-GO","1","2","GO"
"Flamengo","Santos","Flamengo","4","1","RJ"
"Corinthians","Sao Paulo","Corinthians","1","0","SP"
"Sport","Coritiba","Sport","1","0","PE"
"Vasco","Fluminense","Empate","1","1",""
"Sao Paulo","Atletico-MG","Sao Paulo","3","0","SP"
"Atletico-GO","Fluminense","Atletico-GO","2","1","GO"
"Sport","Gremio","Empate","1","1",""
"Internacional","Palmeiras","Internacional","2","0","RS"
"Coritiba","Botafogo-RJ","Botafogo-RJ","1","2","RJ"
"Vasco","Santos","Vasco","1","0","RJ"
"Bragantino","Athletico-PR","Athletico-PR","0","1","PR"
"Flamengo","Bahia","Flamengo","4","3","RJ"
"Fortaleza","Ceara","Ceara","0","2","CE"
"Corinthians","Goias","Corinthians","2","1","SP"
"Atletico-MG","Coritiba","Atletico-MG","2","0","MG"
"Goias","Sport","Goias","1","0","GO"
"Fortaleza","Flamengo","Empate","0","0",""
"Fluminense","Sao Paulo","Sao Paulo","1","2","SP"
"Botafogo-RJ","Corinthians","Corinthians","0","2","SP"
"Bahia","Internacional","Internacional","1","2","RS"
"Athletico-PR","Vasco","Athletico-PR","3","0","PR"
"Palmeiras","Bragantino","Palmeiras","1","0","SP"
"Santos","Ceara","Empate","1","1",""
"Gremio","Atletico-GO","Gremio","2","1","RS"
"Gremio","Bahia","Gremio","2","1","RS"
"Botafogo-RJ","Athletico-PR","Athletico-PR","0","2","PR"
"Sport","Fortaleza","Sport","1","0","PE"
"Coritiba","Goias","Goias","1","2","GO"
"Flamengo","Fluminense","Fluminense","1","2","RJ"
"Bragantino","Sao Paulo","Bragantino","4","2","SP"
"Ceara","Internacional","Internacional","0","2","RS"
"Atletico-GO","Vasco","Empate","0","0",""
"Coritiba","Athletico-PR","Empate","0","0",""
"Sport","Palmeiras","Palmeiras","0","1","SP"
"Fortaleza","Gremio","Empate","0","0",""
"Sao Paulo","Santos","Santos","0","1","SP"
"Flamengo","Ceara","Ceara","0","2","CE"
"Atletico-GO","Bahia","Empate","1","1",""
"Internacional","Goias","Internacional","1","0","RS"
"Vasco","Botafogo-RJ","Vasco","3","0","RJ"
"Bragantino","Atletico-MG","Empate","2","2",""
"Corinthians","Fluminense","Corinthians","5","0","SP"
"Palmeiras","Gremio","Empate","1","1",""
"Fluminense","Sport","Fluminense","1","0","RJ"
"Vasco","Coritiba","Coritiba","0","1","PR"
"Athletico-PR","Sao Paulo","Empate","1","1",""
"Santos","Botafogo-RJ","Santos","2","1","SP"
"Atletico-MG","Atletico-GO","Atletico-MG","3","1","MG"
"Ceara","Bragantino","Bragantino","1","2","SP"
"Internacional","Fortaleza","Internacional","4","2","RS"
"Palmeiras","Corinthians","Palmeiras","4","0","SP"
"Goias","Flamengo","Flamengo","0","3","RJ"
"Botafogo-RJ","Atletico-GO","Atletico-GO","1","3","GO"
"Bahia","Athletico-PR","Bahia","1","0","BA"
"Gremio","Atletico-MG","Empate","1","1",""
"Coritiba","Fluminense","Empate","3","3",""
"Bragantino","Vasco","Bragantino","4","1","SP"
"Sao Paulo","Internacional","Internacional","1","5","RS"
"Flamengo","Palmeiras","Flamengo","2","0","RJ"
"Fortaleza","Santos","Fortaleza","2","0","CE"
"Goias","Ceara","Ceara","0","4","CE"
"Corinthians","Sport","Corinthians","3","0","SP"
"Sao Paulo","Coritiba","Empate","1","1",""
"Vasco","Atletico-MG","Vasco","3","2","RJ"
"Internacional","Gremio","Internacional","2","1","RS"
"Ceara","Palmeiras","Ceara","2","1","CE"
"Athletico-PR","Flamengo","Athletico-PR","2","1","PR"
"Sport","Bahia","Sport","2","0","PE"
"Santos","Goias","Goias","3","4","GO"
"Atletico-GO","Fortaleza","Atletico-GO","2","0","GO"
"Fluminense","Botafogo-RJ","Fluminense","2","0","RJ"
"Corinthians","Bragantino","Bragantino","0","2","SP"
"Palmeiras","Vasco","Empate","1","1",""
"Atletico-MG","Santos","Atletico-MG","2","0","MG"
